set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Set4,MP,Class1_11_30_100_25_75,30,72,100,100,3053,2749,30,72,100,100,3053,2749,9968,9968,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class1_11_40_100_10_50,40,287,100,100,7185,7461,40,287,100,100,7185,7461,10000,10000,0,1,0,0.001,0.002,0,0.184,0.187
Set4,MP,Class1_11_40_100_25_75,40,87,100,100,3647,4171,40,87,100,100,3647,4171,9698,9698,0,1,0,0,0.001,0,0.001,0.002
Set4,MP,Class1_11_50_100_10_50,50,268,100,100,7302,7214,48,268,100,100,7302,7214,10000,10000,0,1,0,0.001,0.001,0,0.144,0.146
Set4,MP,Class1_11_50_100_25_75,50,90,100,100,4122,4151,50,90,100,100,4122,4151,9899,9899,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class1_12_10_100_10_50,10,78,100,100,2375,1613,10,78,100,100,2375,1613,9850,9850,0,1,0,0.001,0,0.001,0.001,0.003
Set4,MP,Class1_12_10_100_25_75,10,17,100,100,855,768,10,17,100,100,855,768,9253,9253,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class1_12_20_100_10_50,20,157,100,100,3212,3563,20,157,100,100,3212,3563,10000,10000,0,1,0,0,0.002,0.004,0,0.006
Set4,MP,Class1_12_20_100_25_75,20,43,100,100,1629,2237,20,43,100,100,1629,2237,9732,9732,0,1,0,0,0,0,0,0
Set4,MP,Class1_12_30_100_10_50,30,236,100,100,5672,5773,30,236,100,100,5672,5773,10000,10000,0,1,0,0,0.002,0,0.01,0.012
Set4,MP,Class1_12_30_100_25_75,30,73,100,100,2945,3596,29,73,100,100,2945,3596,9780,9780,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class1_12_40_100_10_50,40,388,100,100,8041,8652,39,388,100,100,8041,8652,10000,10000,0,1,0,0.002,0.002,0,0.169,0.173
Set4,MP,Class1_12_40_100_25_75,40,76,100,100,3635,3400,40,76,100,100,3635,3400,9932,9932,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class1_12_50_100_10_50,50,389,100,100,8658,8205,50,389,100,100,8658,8205,10000,10000,0,1,0,0.001,0.002,0,0.049,0.052
Set4,MP,Class1_12_50_100_25_75,50,93,100,100,4623,4372,49,93,100,100,4623,4372,9855,9855,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class1_13_10_100_10_50,10,58,100,100,1517,1766,10,58,100,100,1517,1766,9806,9806,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class1_13_10_100_25_75,10,28,100,100,1029,1301,10,28,100,100,1029,1301,9760,9760,0,1,0,0,0,0,0,0
Set4,MP,Class1_13_20_100_10_50,20,111,100,100,2989,3484,19,111,100,100,2989,3484,9912,9912,0,1,0,0,0.001,0.002,0,0.003
Set4,MP,Class1_13_20_100_25_75,20,44,100,100,1859,1998,20,44,100,100,1859,1998,9718,9718,0,1,0,0,0,0.001,0,0.001
Set4,MP,Class1_13_30_100_10_50,30,223,100,100,5664,5467,30,223,100,100,5664,5467,10000,10000,0,1,0,0,0.002,0,0.024,0.026
Set4,MP,Class1_13_30_100_25_75,30,56,100,100,2483,2670,30,56,100,100,2483,2670,9681,9681,0,1,0,0,0,0.001,0,0.001
Set4,MP,Class1_13_40_100_10_50,40,284,100,100,8551,6514,40,284,100,100,8551,6514,10000,10000,0,1,0,0.001,0.001,0,0.001,0.003
Set4,MP,Class1_13_40_100_25_75,40,68,100,100,3170,3477,40,68,100,100,3170,3477,9730,9730,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class1_13_50_100_10_50,50,418,100,100,10402,9859,50,418,100,100,10402,9859,10000,10000,0,1,0,0.001,0.001,0,0.536,0.538
Set4,MP,Class1_13_50_100_25_75,50,93,100,100,4329,4263,49,93,100,100,4329,4263,9950,9950,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class1_14_10_100_10_50,10,93,100,100,1657,2248,10,93,100,100,1657,2248,9692,9692,0,1,0,0,0.001,0.001,0.011,0.013
Set4,MP,Class1_14_10_100_25_75,10,11,100,100,588,559,10,11,100,100,588,559,8604,8604,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_14_20_100_10_50,20,179,100,100,4075,3752,20,179,100,100,4075,3752,10000,10000,0,1,0,0.001,0.001,0.005,0,0.007
Set4,MP,Class1_14_20_100_25_75,20,43,100,100,1757,1868,20,43,100,100,1757,1868,9423,9423,0,1,0,0,0,0,0,0
Set4,MP,Class1_14_30_100_10_50,30,245,100,100,5069,5517,30,245,100,100,5069,5517,10000,10000,0,1,0,0.001,0.002,0,0.092,0.095
Set4,MP,Class1_14_30_100_25_75,30,80,100,100,3112,3461,30,80,100,100,3112,3461,9954,9954,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class1_14_40_100_10_50,40,307,100,100,8015,8000,40,307,100,100,8015,8000,10000,10000,0,1,0,0,0.002,0,0.117,0.119
Set4,MP,Class1_14_40_100_25_75,40,82,100,100,3642,3538,40,82,100,100,3642,3538,9851,9851,0,1,0,0,0,0.001,0,0.001
Set4,MP,Class1_14_50_100_10_50,50,416,100,100,9006,10351,50,416,100,100,9006,10351,10000,10000,0,1,0,0,0.002,0,0.557,0.559
Set4,MP,Class1_14_50_100_25_75,50,104,100,100,4439,4764,50,104,100,100,4439,4764,9907,9907,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class1_15_10_100_10_50,10,51,100,100,2135,1229,10,51,100,100,2135,1229,9621,9621,0,1,0,0,0,0,0.001,0.001
Set4,MP,Class1_15_10_100_25_75,10,22,100,100,856,921,10,22,100,100,856,921,9473,9473,0,1,0,0,0,0,0,0
Set4,MP,Class1_15_20_100_10_50,20,167,100,100,3163,4247,20,167,100,100,3163,4247,9980,9980,0,1,0,0,0.001,0.003,0,0.004
Set4,MP,Class1_15_20_100_25_75,20,46,100,100,2004,1817,20,46,100,100,2004,1817,9580,9580,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class1_15_30_100_10_50,30,208,100,100,5318,5628,30,208,100,100,5318,5628,10000,10000,0,1,0,0,0.002,0,0.057,0.059
Set4,MP,Class1_15_30_100_25_75,30,65,100,100,2829,2745,30,65,100,100,2829,2745,10000,10000,0,1,0,0,0,0,0,0
Set4,MP,Class1_15_40_100_10_50,40,301,100,100,7411,7944,40,301,100,100,7411,7944,10000,10000,0,1,0,0,0.002,0,0.084,0.086
Set4,MP,Class1_15_40_100_25_75,40,93,100,100,3943,3746,40,93,100,100,3943,3746,9865,9865,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class1_15_50_100_10_50,50,416,100,100,10423,10017,48,416,100,100,10423,10017,10000,10000,0,1,0,0,0.002,0,0.194,0.196
Set4,MP,Class1_15_50_100_25_75,50,92,100,100,4161,4262,50,92,100,100,4161,4262,9932,9932,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class2_10_10_100_10_50,10,24,100,100,687,826,10,24,100,100,687,826,9732,9732,0,1,0,0,0.001,0,0.003,0.004
Set4,MP,Class2_10_10_100_25_75,10,28,100,100,1562,1272,10,28,100,100,1562,1272,9012,9012,0,1,0,0,0,0,0,0
Set4,MP,Class2_10_20_100_10_50,20,47,100,100,1292,1196,20,47,100,100,1292,1196,9946,9946,0,1,0,0,0.001,0.001,0.109,0.111
Set4,MP,Class2_10_20_100_25_75,20,57,100,100,2686,2708,20,57,100,100,2686,2708,9820,9820,0,1,0,0,0,0,0,0
Set4,MP,Class2_10_30_100_10_50,30,68,100,100,2163,2109,29,68,100,100,2163,2109,9931,9931,0,1,0,0.001,0.001,0.001,0.056,0.059
Set4,MP,Class2_10_30_100_25_75,30,71,100,100,3687,3319,30,71,100,100,3687,3319,10000,10000,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_10_40_100_10_50,40,93,100,100,2573,2664,40,93,100,100,2573,2664,10000,10000,0,1,0,0.001,0.001,0.003,0.035,0.04
Set4,MP,Class2_10_40_100_25_75,40,98,100,100,4864,4982,40,98,100,100,4864,4982,9936,9936,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_10_50_100_10_50,50,130,100,100,3947,4024,49,130,100,100,3947,4024,10000,10000,0,1,0,0,0.002,0.003,0,0.005
Set4,MP,Class2_10_50_100_25_75,50,131,100,100,7044,6603,50,131,100,100,7044,6603,9921,9921,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_11_10_100_10_50,10,26,100,100,603,694,10,26,100,100,603,694,9820,9820,0,1,0,0.001,0,0.001,0.11,0.112
Set4,MP,Class2_11_10_100_25_75,10,25,100,100,1102,1289,10,25,100,100,1102,1289,9026,9026,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_11_20_100_10_50,20,44,100,100,1165,1570,20,44,100,100,1165,1570,9832,9832,0,1,0,0,0.001,0,0.063,0.064
Set4,MP,Class2_11_20_100_25_75,20,55,100,100,2859,2743,20,55,100,100,2859,2743,9807,9807,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_11_30_100_10_50,30,76,100,100,2155,2070,30,76,100,100,2155,2070,10000,10000,0,1,0,0,0.002,0.002,0,0.004
Set4,MP,Class2_11_30_100_25_75,30,69,100,100,3704,3192,30,69,100,100,3704,3192,9655,9655,0,1,0,0,0,0,0.001,0.001
Set4,MP,Class2_11_40_100_10_50,40,101,100,100,2460,3158,39,101,100,100,2460,3158,10000,10000,0,1,0,0,0.002,0.003,0,0.005
Set4,MP,Class2_11_40_100_25_75,40,83,100,100,3830,4023,40,83,100,100,3830,4023,9772,9772,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class2_11_50_100_10_50,50,119,100,100,3435,3694,50,119,100,100,3435,3694,10000,10000,0,1,0,0.001,0.001,0.003,0,0.005
Set4,MP,Class2_11_50_100_25_75,50,133,100,100,6980,6315,49,133,100,100,6980,6315,9892,9892,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class2_12_10_100_10_50,10,29,100,100,773,812,10,29,100,100,773,812,9614,9614,0,1,0,0,0.001,0,0.565,0.566
Set4,MP,Class2_12_10_100_25_75,10,25,100,100,1185,1295,10,25,100,100,1185,1295,9690,9690,0,1,0,0,0,0,0,0
Set4,MP,Class2_12_20_100_10_50,20,60,100,100,1554,1603,20,60,100,100,1554,1603,9929,9929,0,1,0,0,0.002,0.001,1.437,1.44
Set4,MP,Class2_12_20_100_25_75,20,58,100,100,3037,2751,20,58,100,100,3037,2751,9934,9934,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_12_30_100_10_50,30,71,100,100,2186,2233,30,71,100,100,2186,2233,9978,9978,0,1,0,0,0.002,0.001,0.021,0.024
Set4,MP,Class2_12_30_100_25_75,30,79,100,100,4255,4251,29,79,100,100,4255,4251,9780,9780,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_12_40_100_10_50,40,106,100,100,2662,3408,39,106,100,100,2662,3408,10000,10000,0,1,0,0,0.002,0.003,0,0.005
Set4,MP,Class2_12_40_100_25_75,40,101,100,100,5542,5121,40,101,100,100,5542,5121,9819,9819,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_12_50_100_10_50,50,122,100,100,3679,3784,49,122,100,100,3679,3784,10000,10000,0,1,0,0.001,0.002,0.003,0,0.006
Set4,MP,Class2_12_50_100_25_75,50,119,100,100,5927,5653,48,119,100,100,5927,5653,9941,9941,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class2_13_10_100_10_50,10,25,100,100,614,591,10,25,100,100,614,591,9753,9753,0,1,0,0,0.001,0.001,0.316,0.318
Set4,MP,Class2_13_10_100_25_75,10,28,100,100,1214,1263,10,28,100,100,1214,1263,9695,9695,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_13_20_100_10_50,20,53,100,100,1448,1487,20,53,100,100,1448,1487,9968,9968,0,1,0,0,0.002,0.001,0.03,0.033
Set4,MP,Class2_13_20_100_25_75,20,44,100,100,2407,2366,20,44,100,100,2407,2366,9505,9505,0,1,0,0,0,0,0,0
Set4,MP,Class2_13_30_100_10_50,30,72,100,100,2402,2068,30,72,100,100,2402,2068,9976,9976,0,1,0,0,0.001,0.002,0.018,0.021
Set4,MP,Class2_13_30_100_25_75,30,67,100,100,3515,3215,30,67,100,100,3515,3215,9840,9840,0,1,0,0,0,0,0,0
Set4,MP,Class2_13_40_100_10_50,40,89,100,100,2553,2731,40,89,100,100,2553,2731,10000,10000,0,1,0,0.001,0.001,0.003,0,0.005
Set4,MP,Class2_13_40_100_25_75,40,92,100,100,4480,4676,39,92,100,100,4480,4676,9906,9906,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_13_50_100_10_50,50,113,100,100,3538,3425,50,113,100,100,3538,3425,10000,10000,0,1,0,0.001,0.001,0.004,0,0.006
Set4,MP,Class2_13_50_100_25_75,50,136,100,100,7001,7119,49,136,100,100,7001,7119,9896,9896,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class2_14_10_100_10_50,10,20,100,100,638,589,10,20,100,100,638,589,9408,9408,0,1,0,0.001,0,0.001,0.117,0.119
Set4,MP,Class2_14_10_100_25_75,10,20,100,100,1012,1040,10,20,100,100,1012,1040,9816,9816,0,1,0,0,0,0,0,0
Set4,MP,Class2_14_20_100_10_50,20,45,100,100,1209,1307,20,45,100,100,1209,1307,9916,9916,0,1,0,0,0.001,0.001,0.108,0.11
Set4,MP,Class2_14_20_100_25_75,20,50,100,100,2735,2493,20,50,100,100,2735,2493,9669,9669,0,1,0,0,0,0,0,0
Set4,MP,Class2_14_30_100_10_50,30,66,100,100,2243,1833,29,66,100,100,2243,1833,9918,9918,0,1,0,0.001,0.001,0.001,0.249,0.252
Set4,MP,Class2_14_30_100_25_75,30,60,100,100,2984,2902,30,60,100,100,2984,2902,9732,9732,0,1,0,0,0,0.002,0,0.002
Set4,MP,Class2_14_40_100_10_50,40,89,100,100,2602,2559,40,89,100,100,2602,2559,10000,10000,0,1,0,0.002,0.001,0.002,0,0.005
Set4,MP,Class2_14_40_100_25_75,40,99,100,100,5259,5136,40,99,100,100,5259,5136,9828,9828,0,1,0,0,0.002,0,0,0.002
Set4,MP,Class2_14_50_100_10_50,50,134,100,100,3831,3942,50,134,100,100,3831,3942,10000,10000,0,1,0,0.002,0.001,0.004,0,0.007
Set4,MP,Class2_14_50_100_25_75,50,122,100,100,6650,6040,50,122,100,100,6650,6040,9918,9918,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_15_10_100_10_50,10,25,100,100,646,612,10,25,100,100,646,612,9706,9706,0,1,0,0.001,0.001,0,1.223,1.225
Set4,MP,Class2_15_10_100_25_75,10,32,100,100,1590,1697,10,32,100,100,1590,1697,8346,8346,0,1,0,0,0,0,0,0
Set4,MP,Class2_15_20_100_10_50,20,54,100,100,1404,1708,20,54,100,100,1404,1708,9912,9912,0,1,0,0,0.001,0.001,0.089,0.091
Set4,MP,Class2_15_20_100_25_75,20,50,100,100,2467,2363,19,50,100,100,2467,2363,9560,9560,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_15_30_100_10_50,30,72,100,100,2202,2111,30,72,100,100,2202,2111,9974,9974,0,1,0,0,0.002,0.002,0.05,0.054
Set4,MP,Class2_15_30_100_25_75,30,76,100,100,3491,3509,30,76,100,100,3491,3509,9780,9780,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_15_40_100_10_50,40,98,100,100,3034,3051,39,98,100,100,3034,3051,9986,9986,0,1,0,0,0.002,0.002,0.032,0.036
Set4,MP,Class2_15_40_100_25_75,40,96,100,100,4407,4553,39,96,100,100,4407,4553,9900,9900,0,1,0,0,0.001,0,0.001,0.002
Set4,MP,Class2_15_50_100_10_50,50,118,100,100,3421,3533,49,118,100,100,3421,3533,10000,10000,0,1,0,0,0.003,0.003,0,0.006
Set4,MP,Class2_15_50_100_25_75,50,121,100,100,6019,6024,49,121,100,100,6019,6024,9974,9974,0,1,0,0,0.002,0,0,0.002
Set4,MP,Class3_10_10_100_10_50,10,10,100,100,298,321,9,10,100,100,298,321,8781,8781,0,1,0,0,0.001,0,0.113,0.114
Set4,MP,Class3_10_10_100_25_75,10,10,100,100,462,438,10,10,100,100,462,438,8783,8783,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_10_20_100_10_50,20,20,100,100,543,597,20,20,100,100,543,597,9671,9671,0,1,0,0,0.002,0,2.935,2.937
Set4,MP,Class3_10_20_100_25_75,20,20,100,100,1083,1108,20,20,100,100,1083,1108,8823,8823,0,1,0,0,0,0,0.002,0.002
Set4,MP,Class3_10_30_100_10_50,30,30,100,100,1024,842,30,30,100,100,1024,842,9796,9796,0,1,0,0,0.001,0.002,1.996,1.999
Set4,MP,Class3_10_30_100_25_75,30,30,100,100,1611,1500,29,30,100,100,1611,1500,9752,9752,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_10_40_100_10_50,40,40,100,100,1083,1185,40,40,100,100,1083,1185,9959,9959,0,1,0,0,0.002,0.003,0.455,0.46
Set4,MP,Class3_10_40_100_25_75,40,40,100,100,1936,1970,40,40,100,100,1936,1970,9741,9741,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_10_50_100_10_50,50,50,100,100,1554,1368,50,50,100,100,1554,1368,9950,9950,0,1,0,0.001,0.001,0.003,2.521,2.526
Set4,MP,Class3_10_50_100_25_75,50,50,100,100,2642,2549,49,50,100,100,2642,2549,9896,9896,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_11_10_100_10_50,10,10,100,100,222,283,10,10,100,100,222,283,5907,5907,0,1,0,0,0,0,0,0
Set4,MP,Class3_11_10_100_25_75,10,10,100,100,479,489,10,10,100,100,479,489,8851,8851,0,1,0,0,0,0,0,0
Set4,MP,Class3_11_20_100_10_50,20,20,100,100,665,575,20,20,100,100,665,575,9577,9577,0,1,0,0,0.001,0.001,2.408,2.41
Set4,MP,Class3_11_20_100_25_75,20,20,100,100,1074,913,20,20,100,100,1074,913,9317,9317,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_11_30_100_10_50,30,30,100,100,955,809,30,30,100,100,955,809,9818,9818,0,1,0,0,0.002,0.001,6.037,6.04
Set4,MP,Class3_11_30_100_25_75,30,30,100,100,1598,1461,30,30,100,100,1598,1461,9635,9635,0,1,0,0,0,0,0,0
Set4,MP,Class3_11_40_100_10_50,40,40,100,100,1219,1144,39,40,100,100,1219,1144,9871,9865,6.08E-04,0,0,0,0.002,0.001,36.69,36.693
Set4,MP,Class3_11_40_100_25_75,40,40,100,100,1850,1977,40,40,100,100,1850,1977,9861,9861,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_11_50_100_10_50,50,50,100,100,1607,1347,49,50,100,100,1607,1347,9933,9931,2.01E-04,0,0,0,0.002,0.002,36.689,36.693
Set4,MP,Class3_11_50_100_25_75,50,50,100,100,2428,2405,50,50,100,100,2428,2405,9878,9878,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_12_10_100_10_50,10,10,100,100,301,345,10,10,100,100,301,345,8833,8833,0,1,0,0,0,0.001,0.109,0.11
Set4,MP,Class3_12_10_100_25_75,10,10,100,100,488,466,10,10,100,100,488,466,8075,8075,0,1,0,0,0,0,0.001,0.001
Set4,MP,Class3_12_20_100_10_50,20,20,100,100,569,600,18,20,100,100,569,600,9611,9611,0,1,0,0,0.001,0.001,7.981,7.983
Set4,MP,Class3_12_20_100_25_75,20,20,100,100,1041,913,20,20,100,100,1041,913,9242,9242,0,1,0,0.001,0,0,0.003,0.004
Set4,MP,Class3_12_30_100_10_50,30,30,100,100,755,877,30,30,100,100,755,877,9835,9809,0.00264362,0,0,0,0.002,0.002,36.689,36.693
Set4,MP,Class3_12_30_100_25_75,30,30,100,100,1602,1528,30,30,100,100,1602,1528,9457,9457,0,1,0,0,0.001,0,0.004,0.005
Set4,MP,Class3_12_40_100_10_50,40,40,100,100,1114,1252,39,40,100,100,1114,1252,9920,9920,0,1,0,0.001,0.002,0.002,1.424,1.429
Set4,MP,Class3_12_40_100_25_75,40,40,100,100,1984,2163,39,40,100,100,1984,2163,9784,9784,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_12_50_100_10_50,50,50,100,100,1430,1517,49,50,100,100,1430,1517,9942,9942,0,1,0,0,0.002,0.003,12.901,12.906
Set4,MP,Class3_12_50_100_25_75,50,50,100,100,2413,2476,50,50,100,100,2413,2476,9701,9701,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_13_10_100_10_50,10,10,100,100,343,260,10,10,100,100,343,260,8476,8476,0,1,0,0,0,0,0.748,0.748
Set4,MP,Class3_13_10_100_25_75,10,10,100,100,539,436,10,10,100,100,539,436,9401,9401,0,1,0,0,0,0,0,0
Set4,MP,Class3_13_20_100_10_50,20,20,100,100,602,546,20,20,100,100,602,546,9577,9560,0.001775086,0,0,0,0.001,0.001,36.691,36.693
Set4,MP,Class3_13_20_100_25_75,20,20,100,100,903,1008,20,20,100,100,903,1008,9502,9502,0,1,0,0,0.001,0,0.001,0.002
Set4,MP,Class3_13_30_100_10_50,30,30,100,100,868,815,28,30,100,100,868,815,9835,9835,0,1,0,0,0.002,0.002,10.301,10.305
Set4,MP,Class3_13_30_100_25_75,30,30,100,100,1630,1440,30,30,100,100,1630,1440,9800,9800,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_13_40_100_10_50,40,40,100,100,1178,1200,40,40,100,100,1178,1200,9931,9931,0,1,0,0.001,0.001,0.002,0.445,0.449
Set4,MP,Class3_13_40_100_25_75,40,40,100,100,1981,2211,39,40,100,100,1981,2211,9747,9747,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_13_50_100_10_50,50,50,100,100,1520,1527,49,50,100,100,1520,1527,9966,9966,0,1,0,0,0.002,0.001,0.188,0.191
Set4,MP,Class3_13_50_100_25_75,50,50,100,100,2357,2458,48,50,100,100,2357,2458,9855,9855,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_14_10_100_10_50,10,10,100,100,306,270,10,10,100,100,306,270,7969,7969,0,1,0,0,0,0,0,0
Set4,MP,Class3_14_10_100_25_75,10,10,100,100,493,588,10,10,100,100,493,588,7177,7177,0,1,0,0,0,0,0,0
Set4,MP,Class3_14_20_100_10_50,20,20,100,100,673,522,19,20,100,100,673,522,9612,9612,0,1,0,0.001,0.001,0.001,2.08,2.083
Set4,MP,Class3_14_20_100_25_75,20,20,100,100,971,1005,20,20,100,100,971,1005,9341,9341,0,1,0,0.001,0,0,0.002,0.003
Set4,MP,Class3_14_30_100_10_50,30,30,100,100,895,935,30,30,100,100,895,935,9799,9799,0,1,0,0,0.001,0.002,5.033,5.036
Set4,MP,Class3_14_30_100_25_75,30,30,100,100,1506,1647,30,30,100,100,1506,1647,9844,9844,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_14_40_100_10_50,40,40,100,100,1214,1037,40,40,100,100,1214,1037,9909,9909,0,1,0,0.001,0.001,0.003,29.839,29.844
Set4,MP,Class3_14_40_100_25_75,40,40,100,100,1979,1997,39,40,100,100,1979,1997,9749,9749,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_14_50_100_10_50,50,50,100,100,1513,1493,50,50,100,100,1513,1493,9920,9917,3.02E-04,0,0,0,0.002,0.003,36.688,36.693
Set4,MP,Class3_14_50_100_25_75,50,50,100,100,2606,2356,49,50,100,100,2606,2356,9703,9703,0,1,0,0,0.001,0,0.001,0.002
Set4,MP,Class3_15_10_100_10_50,10,10,100,100,377,329,10,10,100,100,377,329,8874,8874,0,1,0,0,0.001,0,0.011,0.012
Set4,MP,Class3_15_10_100_25_75,10,10,100,100,548,409,10,10,100,100,548,409,8754,8754,0,1,0,0,0,0,0,0
Set4,MP,Class3_15_20_100_10_50,20,20,100,100,668,572,20,20,100,100,668,572,9544,9544,0,1,0,0,0.001,0.001,6.118,6.12
Set4,MP,Class3_15_20_100_25_75,20,20,100,100,1033,1048,20,20,100,100,1033,1048,8893,8893,0,1,0,0.001,0,0,0.001,0.002
Set4,MP,Class3_15_30_100_10_50,30,30,100,100,976,764,30,30,100,100,976,764,9860,9860,0,1,0,0,0.001,0.001,3.004,3.006
Set4,MP,Class3_15_30_100_25_75,30,30,100,100,1500,1647,30,30,100,100,1500,1647,9726,9726,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_15_40_100_10_50,40,40,100,100,1005,1190,39,40,100,100,1005,1190,9905,9880,0.002523978,0,0,0,0.002,0.002,36.689,36.693
Set4,MP,Class3_15_40_100_25_75,40,40,100,100,1862,1940,39,40,100,100,1862,1940,9787,9787,0,1,0,0,0,0.001,0,0.001
Set4,MP,Class3_15_50_100_10_50,50,50,100,100,1442,1392,48,50,100,100,1442,1392,9952,9952,0,1,0,0.001,0.002,0.003,34.683,34.689
Set4,MP,Class3_15_50_100_25_75,50,50,100,100,2550,2433,50,50,100,100,2550,2433,9714,9714,0,1,0,0,0.001,0,0.002,0.003
Set5,2-3+A(1-2),2,10,23,40,70,326,348,10,23,40,70,326,348,2892,2892,0,1,0,0,0,0,0.004,0.004
Set5,2-3+A(1-2),3,20,62,40,70,1529,1742,19,62,40,70,1529,1742,1860,1860,0,1,0,0.001,0,0,0.013,0.014
Set5,2-3+A(1-2),A1,20,62,50,60,1529,1742,19,62,50,60,1529,1742,2020,2020,0,1,0,0,0,0,0.013,0.013
Set5,2-3+A(1-2),A2,20,53,60,60,1248,1436,20,53,60,60,1248,1436,2505,2505,0,1,0,0,0,0.001,0.158,0.159
Set5,APT(40-49),APT40,56,290,683,138,42525,9411,56,290,683,138,42525,9411,67154,67154,0,1,0,0.006,0.059,0,1.218,1.283
Set5,APT(40-49),APT41,36,177,837,367,36386,15867,36,177,837,367,36386,15867,207730,206542,0.005718962,0,0,0.01,0.163,0.075,36.445,36.693
Set5,APT(40-49),APT42,59,325,167,291,10536,21517,59,325,167,291,10536,21517,33896,33566,0.009735662,0,0,0.005,0.014,0,36.674,36.693
Set5,APT(40-49),APT43,49,259,362,917,20566,50701,49,259,362,917,20566,50701,220251,214840,0.024567425,0,0,0.016,0.199,0,36.478,36.693
Set5,APT(40-49),APT44,39,196,223,496,8886,21225,39,196,223,496,8886,21225,73868,73868,0,1,0,0.005,0.037,0.047,1.139,1.228
Set5,APT(40-49),APT45,33,156,188,578,5992,21034,33,156,188,578,5992,21034,74691,74691,0,1,0,0.004,0.028,0.033,0.596,0.661
Set5,APT(40-49),APT46,42,197,416,514,17688,24541,42,197,416,514,17688,24541,149911,149911,0,1,0,0.009,0.096,0.089,0.332,0.526
Set5,APT(40-49),APT47,43,204,393,554,18259,28547,43,204,393,554,18259,28547,150234,150234,0,1,0,0.009,0.106,0,13.409,13.524
Set5,APT(40-49),APT48,34,167,931,254,32590,9650,34,167,931,254,32590,9650,167852,167660,0.001143865,0,0,0.011,0.176,0.141,36.365,36.693
Set5,APT(40-49),APT49,25,119,759,449,17965,11071,25,119,759,449,17965,11071,222438,219354,0.013864538,0,0,0.01,0.213,0.144,36.326,36.693
Set5,CHL1'+CHL(2-4),CHL2,10,19,62,55,426,334,10,19,62,55,426,334,2326,2326,0,1,0,0,0.001,0,0.002,0.003
Set5,CHL1'+CHL(2-4),CHL3,15,35,157,121,632,462,15,35,157,121,632,462,5283,5283,0,1,0,0.001,0,0,0,0.001
Set5,CHL1'+CHL(2-4),CHL4,15,27,207,231,679,570,15,27,207,231,679,570,8998,8998,0,1,0,0,0,0,0,0
Set5,CHL1'+CHL(2-4),CHL1',30,62,132,100,2110,2102,29,61,132,100,2002,2020,8699,8699,0,1,0,0.001,0.002,0.001,4.445,4.449
