set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,ub',lb',gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Set2,GCUT(1-13),GCUT3,30,30,250,250,3719,3317,30,30,250,250,3889,3338,60241,60241,60241,60241,0,1,0,0.004,0.004,0.001,0,0.009
Set2,GCUT(1-13),GCUT4,50,50,250,250,5855,6125,50,50,250,250,5882,6155,60942,60942,60942,60942,0,1,0,0.007,0.006,0,0.003,0.016
Set2,GCUT(1-13),GCUT5,10,10,500,500,2064,2628,10,10,497,496,2235,2746,195582,195582,195582,195582,0,1,0,0.006,0.004,0,0,0.01
Set2,GCUT(1-13),GCUT6,20,20,500,500,4838,5196,20,20,500,499,5048,5361,236305,236305,236305,236305,0,1,0,0.012,0.004,0,0,0.016
Set2,GCUT(1-13),GCUT7,30,30,500,500,8041,7298,30,30,500,500,8391,7418,238974,238974,238974,238974,0,1,0,0.016,0.006,0,0,0.022
Set2,GCUT(1-13),GCUT8,50,50,500,500,11432,12250,50,50,500,500,11634,12321,245758,245758,245758,245758,0,1,0,0.028,0.024,0.001,0,0.053
Set2,GCUT(1-13),GCUT9,10,10,1000,1000,4977,4050,10,10,995,998,5429,4188,919476,919476,919476,919476,0,1,0,0.021,0.021,0,0,0.042
Set2,GCUT(1-13),GCUT10,20,20,1000,1000,9983,10868,20,20,1000,1000,10410,11323,903435,903435,903435,903435,0,1,0,0.042,0.022,0.001,0,0.065
Set2,GCUT(1-13),GCUT11,30,30,1000,1000,13816,14353,30,30,1000,1000,14151,14829,955389,955389,955389,955389,0,1,0,0.066,0.033,0,0.001,0.1
Set2,GCUT(1-13),GCUT12,50,50,1000,1000,25259,24837,50,50,1000,1000,25557,25003,970744,970744,970744,970744,0,1,0,0.104,0.081,0.001,0,0.186
Set2,GCUT(1-13),GCUT13,32,32,3000,3000,24690,18345,32,32,3000,3000,24690,18345,8940009,8631947,8940009,8631947,0.034458802,0,0,0.552,44.813,0,66.245,111.61
Set3,C,c1-p1,16,16,20,20,75,94,16,16,20,20,75,94,400,400,400,400,0,1,0,0,0,0.001,0,0.001
Set3,C,c1-p2,17,17,20,20,96,79,15,17,20,20,96,79,388,385,388,385,0.007731959,0,0,0,0.001,0,36.692,36.693
Set3,C,c1-p3,16,16,20,20,88,74,14,16,20,20,88,74,400,400,400,400,0,1,0,0,0,0,0,0
Set3,C,c2-p1,25,25,40,15,197,77,22,25,40,15,197,77,600,600,600,600,0,1,0,0.001,0,0,0.009,0.01
Set3,C,c2-p2,25,25,40,15,179,78,21,25,40,15,179,78,600,597,600,597,0.005,0,0,0.001,0,0,36.693,36.694
Set3,C,c2-p3,25,25,40,15,190,69,19,25,40,15,190,69,600,600,600,600,0,1,0,0.001,0,0,0,0.001
Set3,C,c3-p1,28,28,60,30,309,158,26,28,60,30,309,158,1800,1800,1800,1800,0,1,0,0.001,0,0.001,0.031,0.033
Set3,C,c3-p2,29,29,60,30,289,171,28,29,60,30,289,171,1800,1782,1800,1782,0.01,0,0,0.002,0,0.002,36.704,36.708
Set3,C,c3-p3,28,28,60,30,297,166,28,28,60,30,297,166,1800,1800,1800,1800,0,1,0,0.001,0,0.001,0,0.002
Set3,C,c4-p1,49,49,60,60,403,472,47,49,60,60,403,472,3600,3600,3600,3600,0,1,0,0.008,0,0.003,3.903,3.914
Set3,C,c4-p2,49,49,60,60,387,455,46,49,60,60,387,455,3600,3564,3600,3564,0.01,0,0,0.007,0.001,0.003,36.682,36.693
Set3,C,c4-p3,49,49,60,60,416,409,42,49,60,60,416,409,3600,3600,3600,3600,0,1,0,0.006,0.001,0.003,2.243,2.253
Set3,C,c5-p1,73,73,60,90,529,698,58,73,60,90,529,698,5400,5396,5400,5396,7.41E-04,0,0,0.017,0,0.008,36.668,36.693
Set3,C,c5-p2,73,73,60,90,579,659,60,73,60,90,579,659,5400,5386,5400,5386,0.002592593,0,0,0.013,0,0.008,36.672,36.693
Set3,C,c5-p3,73,73,60,90,505,734,61,73,60,90,505,734,5400,5397,5400,5397,5.56E-04,0,0,0.017,0.001,0.007,36.668,36.693
Set3,C,c6-p1,97,97,80,120,779,1183,79,97,80,120,779,1183,9600,9572,9600,9572,0.002916667,0,0,0.044,0.002,0.018,36.629,36.693
Set3,C,c6-p2,97,97,80,120,899,990,83,97,80,120,899,990,9600,9590,9600,9590,0.001041667,0,0,0.038,0.001,0.021,36.633,36.693
Set3,C,c6-p3,97,97,80,120,846,1095,75,97,80,120,846,1095,9600,9584,9600,9584,0.001666667,0,0,0.04,0.002,0.018,36.633,36.693
Set3,C,c7-p1,196,196,160,240,2321,3167,167,196,160,240,2321,3167,38400,38204,38400,38204,0.005104167,0,0,0.377,0.01,0.236,36.071,36.694
Set3,C,c7-p2,197,197,160,240,2287,2894,161,197,160,240,2287,2894,38400,38360,38400,38360,0.001041667,0,0,0.28,0.011,0.243,36.16,36.694
Set3,C,c7-p3,196,196,160,240,2612,2887,169,196,160,240,2612,2887,38400,38250,38400,38250,0.00390625,0,0,0.389,0.01,0.238,36.059,36.696
Set4,MP,Class1_1_10_100_10_50,10,74,100,100,1879,2153,10,74,100,100,1879,2165,9826,9826,9826,9826,0,1,0,0.012,0.001,0.002,0.004,0.019
Set4,MP,Class1_1_10_100_25_75,10,14,100,100,645,723,12,14,100,99,662,791,8874,8874,8874,8874,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class1_1_20_100_10_50,20,166,100,100,4251,3356,20,166,100,100,4251,3356,10000,10000,10000,10000,0,1,0,0.002,0.002,0.004,0,0.008
Set4,MP,Class1_1_20_100_25_75,20,36,100,100,1591,1505,20,36,100,100,1638,1510,9530,9530,9530,9530,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class1_1_30_100_10_50,30,265,100,100,6656,6408,30,265,100,100,6656,6408,10000,10000,10000,10000,0,1,0,0.003,0.002,0,0.002,0.007
Set4,MP,Class1_1_30_100_25_75,30,55,100,100,2721,2738,30,55,100,100,2835,2780,9650,9650,9650,9650,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_1_40_100_10_50,40,301,100,100,7111,6878,40,301,100,100,7111,6878,10000,10000,10000,10000,0,1,0,0.004,0.002,0,0.068,0.074
Set4,MP,Class1_1_40_100_25_75,40,67,100,100,3165,3203,40,67,100,100,3180,3349,9878,9878,9878,9878,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_1_50_100_10_50,50,403,100,100,9672,9199,50,403,100,100,9672,9199,10000,10000,10000,10000,0,1,0,0.005,0.002,0,0.003,0.01
Set4,MP,Class1_1_50_100_25_75,50,79,100,100,3876,3850,50,79,100,100,3888,3902,9808,9808,9808,9808,0,1,0,0.004,0.001,0,0,0.005
Set4,MP,Class1_2_10_100_10_50,10,114,100,100,2120,2067,10,114,100,100,2120,2067,9969,9969,9969,9969,0,1,0,0.001,0.002,0.002,0.003,0.008
Set4,MP,Class1_2_10_100_25_75,10,15,100,100,759,665,11,15,100,99,809,735,9201,9201,9201,9201,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_2_20_100_10_50,20,147,100,100,3563,3636,19,147,100,100,3563,3636,9967,9967,9967,9967,0,1,0,0.001,0.002,0.003,0.006,0.012
Set4,MP,Class1_2_20_100_25_75,20,32,100,100,1513,1509,23,32,100,100,1556,1626,9818,9818,9818,9818,0,1,0,0.002,0.001,0,0,0.003
Set4,MP,Class1_2_30_100_10_50,30,170,100,100,3845,4625,30,170,100,100,3845,4625,10000,10000,10000,10000,0,1,0,0.002,0.002,0.004,0,0.008
Set4,MP,Class1_2_30_100_25_75,30,61,100,100,2962,2706,30,61,100,100,3014,2728,9633,9633,9633,9633,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_2_40_100_10_50,40,395,100,100,7744,8682,40,395,100,100,7744,8682,10000,10000,10000,10000,0,1,0,0.004,0.002,0,0.02,0.026
Set4,MP,Class1_2_40_100_25_75,40,84,100,100,3866,3585,41,84,100,100,3886,3592,9875,9875,9875,9875,0,1,0,0.004,0.001,0.001,0,0.006
Set4,MP,Class1_2_50_100_10_50,50,357,100,100,8407,8030,49,357,100,100,8407,8030,10000,10000,10000,10000,0,1,0,0.005,0.002,0,0.077,0.084
Set4,MP,Class1_2_50_100_25_75,50,107,100,100,4769,4922,50,107,100,100,4769,4922,10000,10000,10000,10000,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_3_10_100_10_50,10,67,100,100,1955,1400,10,67,100,100,1955,1400,9900,9900,9900,9900,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class1_3_10_100_25_75,10,27,100,100,1111,992,10,27,100,100,1144,1051,9182,9182,9182,9182,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_3_20_100_10_50,20,157,100,100,3524,3878,20,157,100,100,3524,3878,9961,9961,9961,9961,0,1,0,0.002,0.001,0.004,0,0.007
Set4,MP,Class1_3_20_100_25_75,20,39,100,100,1695,1936,20,39,100,100,1781,2018,9800,9800,9800,9800,0,1,0,0.002,0,0,0,0.002
Set4,MP,Class1_3_30_100_10_50,30,261,100,100,6227,5649,30,261,100,100,6227,5649,10000,10000,10000,10000,0,1,0,0.002,0.002,0,0.01,0.014
Set4,MP,Class1_3_30_100_25_75,30,68,100,100,3235,3148,30,68,100,100,3287,3165,9873,9873,9873,9873,0,1,0,0.004,0.001,0,0,0.005
Set4,MP,Class1_3_40_100_10_50,40,341,100,100,8405,6801,40,341,100,100,8405,6801,10000,10000,10000,10000,0,1,0,0.004,0.002,0,0.061,0.067
Set4,MP,Class1_3_40_100_25_75,40,75,100,100,3542,3279,40,75,100,100,3573,3285,9794,9794,9794,9794,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_3_50_100_10_50,50,341,100,100,8192,9587,49,341,100,100,8192,9587,10000,10000,10000,10000,0,1,0,0.005,0.002,0,0.029,0.036
Set4,MP,Class1_3_50_100_25_75,50,104,100,100,4566,4306,50,104,100,100,4585,4322,9912,9912,9912,9912,0,1,0,0.005,0.001,0,0.001,0.007
Set4,MP,Class1_4_10_100_10_50,10,79,100,100,1831,2255,10,79,100,100,1831,2255,9954,9954,9954,9954,0,1,0,0.001,0.001,0.001,0,0.003
Set4,MP,Class1_4_10_100_25_75,10,22,100,100,1180,887,11,22,100,100,1222,917,9553,9553,9553,9553,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class1_4_20_100_10_50,20,147,100,100,3758,3725,20,147,100,100,3758,3725,10000,10000,10000,10000,0,1,0,0.001,0.002,0.003,0.001,0.007
Set4,MP,Class1_4_20_100_25_75,20,55,100,100,2362,2155,20,55,100,100,2380,2171,9862,9862,9862,9862,0,1,0,0.002,0.001,0,0,0.003
Set4,MP,Class1_4_30_100_10_50,30,226,100,100,5121,5531,29,226,100,100,5121,5531,10000,10000,10000,10000,0,1,0,0.003,0.001,0,0.001,0.005
Set4,MP,Class1_4_30_100_25_75,30,56,100,100,2646,2542,31,56,100,100,2691,2557,9937,9937,9937,9937,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_4_40_100_10_50,40,391,100,100,8235,8829,40,391,100,100,8235,8829,10000,10000,10000,10000,0,1,0,0.004,0.002,0,0.014,0.02
Set4,MP,Class1_4_40_100_25_75,40,82,100,100,3741,3542,40,82,100,100,3883,3560,9856,9856,9856,9856,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_4_50_100_10_50,50,433,100,100,10716,10721,49,431,100,100,10656,10675,10000,10000,10000,10000,0,1,0,0.005,0.002,0,0.026,0.033
Set4,MP,Class1_4_50_100_25_75,50,97,100,100,4331,4507,49,97,100,100,4346,4536,9926,9926,9926,9926,0,1,0,0.004,0.001,0,0,0.005
Set4,MP,Class1_5_10_100_10_50,10,90,100,100,1803,1827,8,87,100,100,1731,1752,9990,9990,9990,9990,0,1,0,0.001,0.001,0.001,0,0.003
Set4,MP,Class1_5_10_100_25_75,10,15,100,100,824,693,11,15,96,100,1094,756,9394,9394,9394,9394,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_5_20_100_10_50,20,97,100,100,2500,2387,20,97,100,100,2500,2387,9959,9959,9959,9959,0,1,0,0.001,0.001,0.002,0.003,0.007
Set4,MP,Class1_5_20_100_25_75,20,33,100,100,1458,1643,20,33,100,100,1482,1682,9325,9325,9325,9325,0,1,0,0.003,0,0,0,0.003
Set4,MP,Class1_5_30_100_10_50,30,206,100,100,5498,5481,30,206,100,100,5498,5481,10000,10000,10000,10000,0,1,0,0.003,0.001,0,0.003,0.007
Set4,MP,Class1_5_30_100_25_75,30,56,100,100,2629,2614,30,56,100,100,2654,2659,9688,9688,9688,9688,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_5_40_100_10_50,40,290,100,100,6552,6838,39,290,100,100,6552,6838,10000,10000,10000,10000,0,1,0,0.003,0.002,0,0.047,0.052
Set4,MP,Class1_5_40_100_25_75,40,80,100,100,3421,3581,41,80,100,100,3448,3593,9793,9793,9793,9793,0,1,0,0.005,0,0.001,0.001,0.007
Set4,MP,Class1_5_50_100_10_50,50,402,100,100,10375,8061,48,392,100,100,10055,7941,10000,10000,10000,10000,0,1,0,0.005,0.001,0,0.009,0.015
Set4,MP,Class1_5_50_100_25_75,50,105,100,100,4349,4771,49,104,100,100,4318,4746,9910,9910,9910,9910,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class1_6_10_100_10_50,10,116,100,100,2346,2293,10,116,100,100,2346,2293,9961,9961,9961,9961,0,1,0,0.001,0.001,0.003,0.003,0.008
Set4,MP,Class1_6_10_100_25_75,10,19,100,100,971,971,10,19,100,100,1094,987,8666,8666,8666,8666,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_6_20_100_10_50,20,126,100,100,3440,3606,20,126,100,100,3440,3606,9969,9969,9969,9969,0,1,0,0.001,0.002,0.003,0.028,0.034
Set4,MP,Class1_6_20_100_25_75,20,53,100,100,2206,2096,20,53,100,100,2232,2120,9731,9731,9731,9731,0,1,0,0.002,0.001,0,0.001,0.004
Set4,MP,Class1_6_30_100_10_50,30,341,100,100,8709,6363,29,328,100,100,8397,6181,10000,10000,10000,10000,0,1,0,0.003,0.002,0,0.008,0.013
Set4,MP,Class1_6_30_100_25_75,30,57,100,100,2666,2731,30,57,100,100,2816,2749,9812,9812,9812,9812,0,1,0,0.003,0,0,0,0.003
Set4,MP,Class1_6_40_100_10_50,40,293,100,100,6659,7411,39,293,100,100,6659,7411,10000,10000,10000,10000,0,1,0,0.004,0.001,0,0.066,0.071
Set4,MP,Class1_6_40_100_25_75,40,81,100,100,3783,3692,38,81,100,100,3806,3703,10000,10000,10000,10000,0,1,0,0.004,0.001,0,0,0.005
Set4,MP,Class1_6_50_100_10_50,50,317,100,100,9010,8722,49,317,100,100,9010,8722,10000,10000,10000,10000,0,1,0,0.005,0.002,0,0.08,0.087
Set4,MP,Class1_6_50_100_25_75,50,101,100,100,4646,4519,49,101,100,100,4691,4560,9900,9900,9900,9900,0,1,0,0.007,0.001,0.001,0,0.009
Set4,MP,Class1_7_10_100_10_50,10,59,100,100,1642,1628,10,59,100,100,1643,1628,9694,9694,9694,9694,0,1,0,0.001,0,0.001,0.002,0.004
Set4,MP,Class1_7_10_100_25_75,10,20,100,100,971,945,11,20,100,99,1016,1015,8898,8898,8898,8898,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_7_20_100_10_50,20,146,100,100,4002,3746,20,146,100,100,4002,3746,9988,9988,9988,9988,0,1,0,0.002,0.001,0.003,0,0.006
Set4,MP,Class1_7_20_100_25_75,20,38,100,100,1907,1934,21,38,100,100,1992,1956,9643,9643,9643,9643,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class1_7_30_100_10_50,30,197,100,100,5157,4708,30,197,100,100,5157,4708,10000,10000,10000,10000,0,1,0,0.002,0.002,0.005,0,0.009
Set4,MP,Class1_7_30_100_25_75,30,64,100,100,2844,2883,30,64,100,100,2859,2898,9820,9820,9820,9820,0,1,0,0.002,0.001,0,0,0.003
Set4,MP,Class1_7_40_100_10_50,40,328,100,100,7992,7268,40,328,100,100,7992,7268,10000,10000,10000,10000,0,1,0,0.004,0.001,0,0.004,0.009
Set4,MP,Class1_7_40_100_25_75,40,81,100,100,3640,3494,40,81,100,100,3807,3510,9965,9965,9965,9965,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_7_50_100_10_50,50,304,100,100,7639,8266,50,304,100,100,7639,8266,10000,10000,10000,10000,0,1,0,0.004,0.002,0,0.021,0.027
Set4,MP,Class1_7_50_100_25_75,50,98,100,100,4669,4557,50,98,100,100,4687,4573,9857,9857,9857,9857,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class1_8_10_100_10_50,10,54,100,100,1418,1239,10,54,100,100,1418,1239,9853,9853,9853,9853,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class1_8_10_100_25_75,10,15,100,100,610,826,10,15,100,99,632,836,9174,9174,9174,9174,0,1,0,0,0,0,0,0
Set4,MP,Class1_8_20_100_10_50,20,102,100,100,3116,2470,20,102,100,100,3116,2470,9960,9960,9960,9960,0,1,0,0.001,0.002,0.002,0.001,0.006
Set4,MP,Class1_8_20_100_25_75,20,31,100,100,1633,1344,20,31,100,100,1704,1361,9740,9740,9740,9740,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class1_8_30_100_10_50,30,263,100,100,5474,6332,30,263,100,100,5474,6332,10000,10000,10000,10000,0,1,0,0.003,0.002,0,0.004,0.009
Set4,MP,Class1_8_30_100_25_75,30,62,100,100,2711,2766,30,62,100,100,2720,2795,9968,9968,9968,9968,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_8_40_100_10_50,40,326,100,100,6295,7927,40,326,100,100,6295,7927,10000,10000,10000,10000,0,1,0,0.003,0.002,0,0.005,0.01
Set4,MP,Class1_8_40_100_25_75,40,70,100,100,3337,3628,40,70,100,100,3389,3660,9868,9868,9868,9868,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_8_50_100_10_50,50,295,100,100,8285,7633,47,292,100,100,8141,7588,10000,10000,10000,10000,0,1,0,0.004,0.002,0,0.029,0.035
Set4,MP,Class1_8_50_100_25_75,50,97,100,100,4240,4543,50,97,100,100,4245,4571,9838,9838,9838,9838,0,1,0,0.004,0.001,0.001,0,0.006
Set4,MP,Class1_9_10_100_10_50,10,78,100,100,2388,1531,10,78,100,100,2388,1531,9885,9885,9885,9885,0,1,0,0.001,0.001,0.001,0,0.003
Set4,MP,Class1_9_10_100_25_75,10,20,100,100,927,959,11,20,100,100,956,993,8907,8907,8907,8907,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_9_20_100_10_50,20,138,100,100,3076,3450,20,138,100,100,3076,3450,9969,9969,9969,9969,0,1,0,0.001,0.002,0.003,0.011,0.017
Set4,MP,Class1_9_20_100_25_75,20,43,100,100,1946,1771,20,43,100,100,2043,1791,9212,9212,9212,9212,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_9_30_100_10_50,30,181,100,100,4229,5590,30,181,100,100,4229,5590,10000,10000,10000,10000,0,1,0,0.002,0.002,0.005,0,0.009
Set4,MP,Class1_9_30_100_25_75,30,66,100,100,2830,2989,30,66,100,100,2843,3003,9888,9888,9888,9888,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_9_40_100_10_50,40,321,100,100,8176,7360,40,321,100,100,8176,7360,10000,10000,10000,10000,0,1,0,0.004,0.001,0,0.022,0.027
Set4,MP,Class1_9_40_100_25_75,40,87,100,100,3607,3757,41,87,100,100,3626,3778,9898,9898,9898,9898,0,1,0,0.004,0.001,0,0,0.005
Set4,MP,Class1_9_50_100_10_50,50,384,100,100,8629,8212,49,384,100,100,8629,8212,10000,10000,10000,10000,0,1,0,0.005,0.001,0,0.109,0.115
Set4,MP,Class1_9_50_100_25_75,50,97,100,100,3980,4373,50,97,100,100,3980,4377,9911,9911,9911,9911,0,1,0,0.003,0.001,0.001,0,0.005
Set4,MP,Class2_1_10_100_10_50,10,23,100,100,758,625,10,23,100,100,758,625,9584,9584,9584,9584,0,1,0,0.001,0.001,0,1.161,1.163
Set4,MP,Class2_1_10_100_25_75,10,32,100,100,1625,1529,12,30,98,100,1602,1444,9211,9211,9211,9211,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_1_20_100_10_50,20,48,100,100,1640,1578,20,48,100,100,1640,1578,9913,9913,9913,9913,0,1,0,0.001,0.001,0.001,0.002,0.005
Set4,MP,Class2_1_20_100_25_75,20,47,100,100,2439,2453,20,43,100,100,2210,2223,9736,9736,9736,9736,0,1,0,0.002,0,0,0,0.002
Set4,MP,Class2_1_30_100_10_50,30,82,100,100,2428,2458,28,81,100,100,2388,2417,9964,9964,9964,9964,0,1,0,0.002,0.001,0.003,0.068,0.074
Set4,MP,Class2_1_30_100_25_75,30,78,100,100,3689,3624,30,72,100,100,3367,3304,9920,9920,9920,9920,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class2_1_40_100_10_50,40,87,100,100,2523,2472,39,87,100,100,2523,2472,9989,9989,9989,9989,0,1,0,0.003,0.001,0.004,0.163,0.171
Set4,MP,Class2_1_40_100_25_75,40,97,100,100,5259,4723,39,84,100,100,4632,3984,9966,9966,9966,9966,0,1,0,0.004,0.001,0,0,0.005
Set4,MP,Class2_1_50_100_10_50,50,133,100,100,4008,3828,49,130,100,100,3864,3720,10000,10000,10000,10000,0,1,0,0.003,0.002,0.004,0,0.009
Set4,MP,Class2_1_50_100_25_75,50,121,100,100,5995,5685,50,110,100,100,5319,5067,9888,9888,9888,9888,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class2_2_10_100_10_50,10,28,100,100,853,820,10,28,100,100,861,820,9716,9716,9716,9716,0,1,0,0.001,0.001,0.001,0.031,0.034
Set4,MP,Class2_2_10_100_25_75,10,27,100,100,1173,1324,10,25,100,100,1074,1276,9190,9190,9190,9190,0,1,0,0.002,0,0,0,0.002
Set4,MP,Class2_2_20_100_10_50,20,46,100,100,1344,1408,20,46,100,100,1344,1408,9904,9904,9904,9904,0,1,0,0.001,0.001,0.001,0.11,0.113
Set4,MP,Class2_2_20_100_25_75,20,44,100,100,2039,2106,20,41,100,100,1872,2023,9662,9662,9662,9662,0,1,0,0.002,0.001,0,0,0.003
Set4,MP,Class2_2_30_100_10_50,30,76,100,100,2090,2573,28,76,100,100,2090,2573,9947,9947,9947,9947,0,1,0,0.002,0.001,0.002,0.075,0.08
Set4,MP,Class2_2_30_100_25_75,30,73,100,100,3464,3582,30,70,100,100,3277,3478,9832,9832,9832,9832,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class2_2_40_100_10_50,40,94,100,100,2830,2880,40,94,100,100,2830,2880,9990,9990,9990,9990,0,1,0,0.002,0.001,0.003,0.037,0.043
Set4,MP,Class2_2_40_100_25_75,40,104,100,100,5085,5067,41,96,100,100,4619,4614,9777,9777,9777,9777,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class2_2_50_100_10_50,50,115,100,100,3176,3228,50,115,100,100,3176,3228,10000,10000,10000,10000,0,1,0,0.003,0.002,0.004,0,0.009
Set4,MP,Class2_2_50_100_25_75,50,145,100,100,7039,7409,50,130,100,100,6176,6561,9886,9886,9886,9886,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class2_3_10_100_10_50,10,29,100,100,749,950,10,29,100,100,749,950,9634,9634,9634,9634,0,1,0,0,0.001,0.001,1.72,1.722
Set4,MP,Class2_3_10_100_25_75,10,25,100,100,1029,1236,11,25,100,100,1041,1256,9447,9447,9447,9447,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_3_20_100_10_50,20,53,100,100,1574,1745,20,53,100,100,1574,1745,9866,9866,9866,9866,0,1,0,0.001,0.001,0.002,0.034,0.038
Set4,MP,Class2_3_20_100_25_75,20,52,100,100,2443,2320,20,49,100,100,2293,2216,9584,9584,9584,9584,0,1,0,0.002,0.001,0,0,0.003
Set4,MP,Class2_3_30_100_10_50,30,78,100,100,2524,2267,30,78,100,100,2524,2267,9949,9949,9949,9949,0,1,0,0.001,0.002,0.002,0.253,0.258
Set4,MP,Class2_3_30_100_25_75,30,71,100,100,3351,3307,30,69,100,100,3253,3241,9927,9927,9927,9927,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class2_3_40_100_10_50,40,110,100,100,3235,3431,40,110,100,100,3235,3431,9989,9989,9989,9989,0,1,0,0.003,0.002,0.003,0.135,0.143
Set4,MP,Class2_3_40_100_25_75,40,90,100,100,4866,4154,38,80,100,100,4248,3589,9867,9867,9867,9867,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class2_3_50_100_10_50,50,130,100,100,3821,3879,49,130,100,100,3821,3879,10000,10000,10000,10000,0,1,0,0.003,0.002,0.004,0,0.009
Set4,MP,Class2_3_50_100_25_75,50,119,100,100,5744,5786,48,111,100,100,5307,5357,9889,9889,9889,9889,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class2_4_10_100_10_50,10,22,100,100,626,553,10,22,100,100,626,553,9588,9588,9588,9588,0,1,0,0.001,0.001,0.001,4.298,4.301
Set4,MP,Class2_4_10_100_25_75,10,28,100,100,1236,1325,11,26,99,100,1240,1234,9414,9414,9414,9414,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_4_20_100_10_50,20,48,100,100,1400,1336,20,48,100,100,1400,1336,9894,9894,9894,9894,0,1,0,0.001,0.001,0.002,0.515,0.519
Set4,MP,Class2_4_20_100_25_75,20,59,100,100,3044,3063,20,50,100,100,2592,2602,9574,9574,9574,9574,0,1,0,0.003,0,0,0,0.003
Set4,MP,Class2_4_30_100_10_50,30,62,100,100,1578,2099,29,62,100,100,1578,2099,10000,10000,10000,10000,0,1,0,0.001,0.002,0.002,0,0.005
Set4,MP,Class2_4_30_100_25_75,30,72,100,100,3482,3484,30,67,100,100,3200,3208,9940,9940,9940,9940,0,1,0,0.004,0,0.001,0,0.005
Set4,MP,Class2_4_40_100_10_50,40,82,100,100,2655,2450,39,82,100,100,2655,2450,10000,10000,10000,10000,0,1,0,0.003,0.001,0.003,0,0.007
Set4,MP,Class2_4_40_100_25_75,40,95,100,100,4856,4860,40,83,100,100,4193,4135,9796,9796,9796,9796,0,1,0,0.003,0.001,0,0.001,0.005
Set4,MP,Class2_4_50_100_10_50,50,116,100,100,3602,3467,49,116,100,100,3602,3467,10000,10000,10000,10000,0,1,0,0.003,0.002,0.004,0,0.009
Set4,MP,Class2_4_50_100_25_75,50,118,100,100,6399,5242,49,109,100,100,5882,4754,9834,9834,9834,9834,0,1,0,0.006,0.001,0,0,0.007
Set4,MP,Class2_5_10_100_10_50,10,32,100,100,937,882,10,32,100,100,937,882,9884,9884,9884,9884,0,1,0,0.001,0.001,0,0.003,0.005
Set4,MP,Class2_5_10_100_25_75,10,25,100,100,1369,1243,10,24,100,100,1511,1550,8710,8710,8710,8710,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_5_20_100_10_50,20,54,100,100,1555,1556,20,54,100,100,1555,1556,9912,9912,9912,9912,0,1,0,0.001,0.001,0.002,1.9,1.904
Set4,MP,Class2_5_20_100_25_75,20,56,100,100,2808,2862,20,50,100,100,2460,2568,9536,9536,9536,9536,0,1,0,0.003,0,0,0,0.003
Set4,MP,Class2_5_30_100_10_50,30,72,100,100,2079,2244,29,72,100,100,2079,2244,9961,9961,9961,9961,0,1,0,0.002,0.002,0.003,0.096,0.103
Set4,MP,Class2_5_30_100_25_75,30,71,100,100,3574,3739,30,63,100,100,3192,3253,9939,9939,9939,9939,0,1,0,0.005,0.001,0.001,0,0.007
